Order Date,Row ID,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,,,,,,
31-Mar-17,469,CA-2017-154907,04-Apr-17,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library, $205.33 ,2,32%, $(36.24),,,,,,
31-Mar-17,1338,CA-2017-100524,02-Apr-17,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp, $29.78 ,2,0%, $8.04 ,,,,,,
31-Mar-17,1339,CA-2017-100524,02-Apr-17,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone, $677.58 ,3,0%, $176.17 ,,,,,,
31-Mar-17,1340,CA-2017-100524,02-Apr-17,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk", $75.04 ,8,0%, $36.02 ,,,,,,
31-Mar-17,2150,CA-2017-102771,05-Apr-17,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet, $84.95 ,5,0%, $22.09 ,,,,,,
31-Mar-17,3089,US-2017-159205,02-Apr-17,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11, $61.00 ,5,0%, $25.62 ,,,,,,
31-Mar-17,3090,US-2017-159205,02-Apr-17,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719, $671.93 ,7,0%, $188.14 ,,,,,,
31-Mar-17,3243,CA-2017-114524,05-Apr-17,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""", $13.47 ,13,80%, $(22.90),,,,,,
31-Mar-17,5562,CA-2017-133263,02-Apr-17,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers, $34.54 ,1,0%, $17.27 ,,,,,,
31-Mar-17,5563,CA-2017-133263,02-Apr-17,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier," $2,999.95 ",5,0%," $1,439.98 ",,,,,,
31-Mar-17,5564,CA-2017-133263,02-Apr-17,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems, $64.12 ,4,0%, $30.78 ,,,,,,
31-Mar-17,6562,CA-2017-144680,02-Apr-17,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017,Central,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection, $33.62 ,5,80%, $(90.77),,,,,,
31-Mar-17,7536,US-2017-160143,07-Apr-17,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90004,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors, $29.70 ,3,0%, $8.02 ,,,,,,
30-Mar-17,4543,CA-2017-113474,31-Mar-17,First Class,TM-21490,Tony Molinari,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers, $325.86 ,2,0%, $149.90 ,,,,,,
30-Mar-17,4689,US-2017-154851,03-Apr-17,Standard Class,BP-11155,Becky Pak,Consumer,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red", $5.72 ,5,70%, $(4.76),,,,,,
30-Mar-17,5873,CA-2017-129910,03-Apr-17,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers", $59.76 ,1,0%, $16.73 ,,,,,,
30-Mar-17,7503,US-2017-120147,30-Mar-17,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,90036,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter, $6.08 ,2,0%, $2.07 ,,,,,,
30-Mar-17,7504,US-2017-120147,30-Mar-17,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone, $164.79 ,1,20%, $18.54 ,,,,,,
30-Mar-17,8665,CA-2017-126634,01-Apr-17,Second Class,AB-10165,Alan Barnes,Consumer,United States,Lakewood,California,90712,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame, $94.20 ,5,0%, $39.56 ,,,,,,
29-Mar-17,5720,CA-2017-126550,02-Apr-17,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote, $81.40 ,5,0%, $21.16 ,,,,,,
28-Mar-17,1880,US-2017-166611,02-Apr-17,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders, $68.74 ,9,70%, $(48.12),,,,,,
28-Mar-17,5740,US-2017-147886,31-Mar-17,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975, $12.96 ,2,0%, $6.35 ,,,,,,
28-Mar-17,5741,US-2017-147886,31-Mar-17,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame, $26.48 ,1,0%, $10.06 ,,,,,,
28-Mar-17,5742,US-2017-147886,31-Mar-17,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit, $532.72 ,2,20%, $53.27 ,,,,,,
28-Mar-17,5743,US-2017-147886,31-Mar-17,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968, $26.72 ,4,0%, $12.83 ,,,,,,
28-Mar-17,5744,US-2017-147886,31-Mar-17,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977, $20.04 ,3,0%, $9.62 ,,,,,,
28-Mar-17,5745,US-2017-147886,31-Mar-17,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving, $795.48 ,7,0%, $7.95 ,,,,,,
28-Mar-17,5746,US-2017-147886,31-Mar-17,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays, $21.56 ,7,0%, $6.90 ,,,,,,
27-Mar-17,4676,CA-2017-139416,29-Mar-17,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry", $15.01 ,2,20%, $1.50 ,,,,,,
27-Mar-17,8486,CA-2017-124716,31-Mar-17,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982, $45.68 ,2,0%, $21.01 ,,,,,,
27-Mar-17,8487,CA-2017-124716,31-Mar-17,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913, $110.96 ,2,0%, $53.26 ,,,,,,
27-Mar-17,8488,CA-2017-124716,31-Mar-17,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips, $11.94 ,3,0%, $5.97 ,,,,,,
27-Mar-17,9754,CA-2017-113705,29-Mar-17,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll", $8.26 ,2,0%, $3.80 ,,,,,,
27-Mar-17,9755,CA-2017-113705,29-Mar-17,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems, $17.76 ,2,0%, $8.88 ,,,,,,
27-Mar-17,9756,CA-2017-113705,29-Mar-17,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B", $332.94 ,3,0%, $9.99 ,,,,,,
27-Mar-17,9757,CA-2017-113705,29-Mar-17,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables, $292.10 ,2,0%, $58.42 ,,,,,,
27-Mar-17,9758,CA-2017-113705,29-Mar-17,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone, $206.10 ,5,0%, $55.65 ,,,,,,
27-Mar-17,9759,CA-2017-113705,29-Mar-17,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled", $17.64 ,4,0%, $8.11 ,,,,,,
27-Mar-17,9788,CA-2017-144491,01-Apr-17,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"," $1,023.33 ",5,32%, $(30.10),,,,,,
27-Mar-17,9789,CA-2017-144491,01-Apr-17,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair, $600.56 ,3,30%, $(8.58),,,,,,
27-Mar-17,9790,CA-2017-144491,01-Apr-17,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver , $39.99 ,1,20%, $7.00 ,,,,,,
27-Mar-17,9791,CA-2017-144491,01-Apr-17,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy", $211.25 ,2,30%, $(66.39),,,,,,
26-Mar-17,1861,US-2017-121251,27-Mar-17,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish", $257.57 ,2,20%, $(28.98),,,,,,
26-Mar-17,1862,US-2017-121251,27-Mar-17,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile), $119.96 ,4,0%, $33.59 ,,,,,,
26-Mar-17,4239,CA-2017-147144,28-Mar-17,First Class,MZ-17335,Maria Zettner,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606", $19.83 ,1,0%, $5.95 ,,,,,,
26-Mar-17,5638,CA-2017-113208,02-Apr-17,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black", $60.84 ,3,0%, $23.12 ,,,,,,
26-Mar-17,6130,CA-2017-162033,02-Apr-17,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,23464,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB, $53.25 ,3,0%, $20.77 ,,,,,,
26-Mar-17,6131,CA-2017-162033,02-Apr-17,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,23464,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples, $3.76 ,2,0%, $1.32 ,,,,,,
26-Mar-17,7173,US-2017-141677,30-Mar-17,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card, $143.96 ,5,20%, $1.80 ,,,,,,
26-Mar-17,7174,US-2017-141677,30-Mar-17,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier," $2,399.96 ",5,20%, $569.99 ,,,,,,
26-Mar-17,7175,US-2017-141677,30-Mar-17,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951, $74.35 ,3,20%, $23.24 ,,,,,,
26-Mar-17,7176,US-2017-141677,30-Mar-17,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers, $87.17 ,8,80%, $(226.64),,,,,,
26-Mar-17,7177,US-2017-141677,30-Mar-17,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black", $32.23 ,3,20%, $2.42 ,,,,,,
25-Mar-17,1877,CA-2017-112039,29-Mar-17,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B, $470.38 ,3,20%, $47.04 ,,,,,,
25-Mar-17,2383,US-2017-117534,26-Mar-17,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors, $176.04 ,4,0%, $45.77 ,,,,,,
25-Mar-17,2384,US-2017-117534,26-Mar-17,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors, $16.02 ,9,0%, $4.49 ,,,,,,
25-Mar-17,2385,US-2017-117534,26-Mar-17,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders, $185.92 ,4,20%, $62.75 ,,,,,,
25-Mar-17,2386,US-2017-117534,26-Mar-17,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400, $211.17 ,4,20%, $15.84 ,,,,,,
25-Mar-17,2387,US-2017-117534,26-Mar-17,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier, $479.98 ,2,20%, $60.00 ,,,,,,
25-Mar-17,2941,CA-2017-155880,31-Mar-17,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy, $90.99 ,1,0%, $14.56 ,,,,,,
25-Mar-17,2942,CA-2017-155880,31-Mar-17,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"," $1,526.56 ",7,0%, $427.44 ,,,,,,
25-Mar-17,2943,CA-2017-155880,31-Mar-17,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy", $368.97 ,3,0%, $40.59 ,,,,,,
25-Mar-17,3391,CA-2017-101077,30-Mar-17,Second Class,DB-13660,Duane Benoit,Consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953, $6.85 ,2,20%, $2.14 ,,,,,,
25-Mar-17,4932,CA-2017-143651,30-Mar-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001446,Office Supplies,Art,Newell 309, $23.10 ,2,0%, $6.93 ,,,,,,
25-Mar-17,5608,CA-2017-105193,31-Mar-17,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10024,East,OFF-AR-10001547,Office Supplies,Art,Newell 311, $11.05 ,5,0%, $2.98 ,,,,,,
24-Mar-17,2104,CA-2017-167101,28-Mar-17,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888, $221.92 ,4,0%, $106.52 ,,,,,,
24-Mar-17,2105,CA-2017-167101,28-Mar-17,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB, $26.00 ,2,0%, $11.70 ,,,,,,
24-Mar-17,7798,CA-2017-166184,27-Mar-17,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2", $47.01 ,3,0%, $22.09 ,,,,,,
24-Mar-17,7799,CA-2017-166184,27-Mar-17,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini, $469.99 ,1,0%, $136.30 ,,,,,,
24-Mar-17,7800,CA-2017-166184,27-Mar-17,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair, $207.85 ,3,10%, $2.31 ,,,,,,
24-Mar-17,8972,CA-2017-122308,28-Mar-17,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,10011,East,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black", $271.76 ,2,10%, $60.39 ,,,,,,
24-Mar-17,9530,CA-2017-101637,25-Mar-17,Same Day,AC-10615,Ann Chong,Corporate,United States,Beaumont,Texas,77705,Central,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case, $12.77 ,2,20%, $0.96 ,,,,,,
23-Mar-17,2410,CA-2017-155985,25-Mar-17,First Class,BE-11335,Bill Eplett,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame, $211.84 ,8,0%, $76.26 ,,,,,,
23-Mar-17,2843,CA-2017-135650,27-Mar-17,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,77340,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving, $143.73 ,2,20%, $(32.34),,,,,,
23-Mar-17,3105,US-2017-140074,29-Mar-17,Standard Class,EC-14050,Erin Creighton,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980, $25.68 ,6,0%, $11.56 ,,,,,,
23-Mar-17,5021,CA-2017-136511,25-Mar-17,Second Class,MZ-17515,Mary Zewe,Corporate,United States,New York City,New York,10011,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener, $347.58 ,3,0%, $17.38 ,,,,,,
23-Mar-17,5645,CA-2017-120719,26-Mar-17,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98105,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl", $34.76 ,5,20%, $11.30 ,,,,,,
23-Mar-17,8152,CA-2017-140151,25-Mar-17,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers, $32.48 ,2,0%, $4.87 ,,,,,,
23-Mar-17,8153,CA-2017-140151,25-Mar-17,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898, $20.04 ,3,0%, $9.62 ,,,,,,
23-Mar-17,8154,CA-2017-140151,25-Mar-17,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier," $13,999.96 ",4,0%," $6,719.98 ",,,,,,
21-Mar-17,2333,CA-2017-169285,25-Mar-17,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box", $277.40 ,5,0%, $133.15 ,,,,,,
21-Mar-17,2334,CA-2017-169285,25-Mar-17,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196, $5.78 ,1,0%, $2.83 ,,,,,,
21-Mar-17,4429,CA-2017-119452,27-Mar-17,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"," $1,805.88 ",6,0%, $523.71 ,,,,,,
21-Mar-17,5346,CA-2017-108539,23-Mar-17,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart, $725.84 ,4,0%, $210.49 ,,,,,,
21-Mar-17,5347,CA-2017-108539,23-Mar-17,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders", $10.90 ,3,20%, $3.95 ,,,,,,
21-Mar-17,5348,CA-2017-108539,23-Mar-17,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones, $8.54 ,2,20%, $2.88 ,,,,,,
21-Mar-17,8377,CA-2017-156272,27-Mar-17,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Pompano Beach,Florida,33068,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector, $64.38 ,1,20%, $8.05 ,,,,,,
21-Mar-17,8825,CA-2017-117156,23-Mar-17,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Reading,Pennsylvania,19601,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes, $8.86 ,3,20%, $2.88 ,,,,,,
21-Mar-17,9362,CA-2017-111591,25-Mar-17,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack", $30.58 ,6,20%, $10.32 ,,,,,,
21-Mar-17,9363,CA-2017-111591,25-Mar-17,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack", $13.02 ,7,0%, $0.39 ,,,,,,
21-Mar-17,9364,CA-2017-111591,25-Mar-17,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak", $22.14 ,3,0%, $6.42 ,,,,,,
21-Mar-17,9365,CA-2017-111591,25-Mar-17,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving, $359.32 ,4,0%, $7.19 ,,,,,,
20-Mar-17,447,CA-2017-154214,25-Mar-17,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs", $2.91 ,1,0%, $1.37 ,,,,,,
20-Mar-17,2321,CA-2017-165491,24-Mar-17,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB, $265.93 ,7,0%, $63.82 ,,,,,,
20-Mar-17,8155,US-2017-143770,24-Mar-17,Standard Class,RD-19720,Roger Demir,Consumer,United States,Middletown,Connecticut,6457,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive, $238.00 ,2,0%, $38.08 ,,,,,,
20-Mar-17,8156,US-2017-143770,24-Mar-17,Standard Class,RD-19720,Roger Demir,Consumer,United States,Middletown,Connecticut,6457,East,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988, $61.96 ,2,0%, $27.88 ,,,,,,
20-Mar-17,8998,CA-2017-122763,20-Mar-17,Same Day,HG-14845,Harry Greene,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper, $56.70 ,2,20%, $19.14 ,,,,,,
20-Mar-17,8999,CA-2017-122763,20-Mar-17,Same Day,HG-14845,Harry Greene,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916, $274.06 ,7,20%, $102.77 ,,,,,,
19-Mar-17,1477,US-2017-104955,24-Mar-17,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,New York City,New York,10024,East,OFF-LA-10003121,Office Supplies,Labels,Avery 506, $28.91 ,7,0%, $13.30 ,,,,,,
19-Mar-17,4343,CA-2017-105410,22-Mar-17,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""", $19.82 ,6,20%, $6.69 ,,,,,,
19-Mar-17,4344,CA-2017-105410,22-Mar-17,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker, $657.50 ,6,20%, $(131.50),,,,,,
